dt_venda;cod_prod;cod_cliente;pr_custo;pr_unit;qtd
28/06/2019;2;3;R$ 1,12;R$ 1,18;100
28/06/2019;3;5;R$ 0,77;R$ 0,96;109
28/06/2019;9;6;R$ 8,13;R$ 8,56;26
28/06/2019;7;6;R$ 1,01;R$ 1,44;61
28/06/2019;7;7;R$ 1,01;R$ 1,44;23
28/06/2019;9;1;R$ 2,64;R$ 2,78;88
29/06/2019;7;9;R$ 1,01;R$ 1,44;113
29/06/2019;2;2;R$ 1,12;R$ 1,18;74
29/06/2019;3;2;R$ 0,77;R$ 0,96;86
29/06/2019;5;2;R$ 3,00;R$ 4,28;12
29/06/2019;6;3;R$ 2,85;R$ 3,00;84
29/06/2019;7;7;R$ 1,01;R$ 1,44;63
29/06/2019;4;6;R$ 1,69;R$ 2,41;63
29/06/2019;9;1;R$ 2,64;R$ 2,78;55
29/06/2019;6;2;R$ 2,85;R$ 3,00;94
29/06/2019;6;9;R$ 2,85;R$ 3,00;98
29/06/2019;7;8;R$ 1,01;R$ 1,44;16
29/06/2019;3;6;R$ 0,77;R$ 0,96;88
29/06/2019;4;3;R$ 1,69;R$ 2,41;66
29/06/2019;6;2;R$ 2,85;R$ 3,00;51
29/06/2019;5;4;R$ 3,00;R$ 4,28;24
29/06/2019;9;2;R$ 8,13;R$ 8,56;30
29/06/2019;3;6;R$ 0,77;R$ 0,96;103
30/06/2019;4;3;R$ 1,69;R$ 2,41;92
30/06/2019;9;7;R$ 2,64;R$ 2,78;101
30/06/2019;2;3;R$ 1,12;R$ 1,18;84
30/06/2019;7;4;R$ 1,01;R$ 1,44;107
30/06/2019;1;2;R$ 6,68;R$ 8,35;37
30/06/2019;9;1;R$ 8,13;R$ 8,56;89
30/06/2019;9;6;R$ 8,13;R$ 8,56;47
30/06/2019;1;7;R$ 6,68;R$ 8,35;68
30/06/2019;6;5;R$ 2,85;R$ 3,00;97
30/06/2019;9;7;R$ 8,13;R$ 8,56;57
30/06/2019;3;1;R$ 0,77;R$ 0,96;96
30/06/2019;4;2;R$ 1,69;R$ 2,41;113
30/06/2019;7;3;R$ 1,01;R$ 1,44;47
30/06/2019;9;6;R$ 2,64;R$ 2,78;99
30/06/2019;1;5;R$ 6,68;R$ 8,35;105
30/06/2019;2;6;R$ 1,12;R$ 1,18;99
30/06/2019;6;4;R$ 2,85;R$ 3,00;77
30/06/2019;5;6;R$ 3,00;R$ 4,28;111
30/06/2019;6;1;R$ 2,85;R$ 3,00;34
30/06/2019;1;2;R$ 6,68;R$ 8,35;109
30/06/2019;4;3;R$ 1,69;R$ 2,41;26
30/06/2019;5;5;R$ 3,00;R$ 4,28;112
30/06/2019;9;2;R$ 2,64;R$ 2,78;93
01/07/2019;2;2;R$ 1,12;R$ 1,18;57
01/07/2019;3;9;R$ 0,77;R$ 0,96;46
01/07/2019;6;4;R$ 2,85;R$ 3,00;111
01/07/2019;6;4;R$ 2,85;R$ 3,00;88
01/07/2019;7;4;R$ 1,01;R$ 1,44;42
01/07/2019;1;6;R$ 6,68;R$ 8,35;36
01/07/2019;2;6;R$ 1,12;R$ 1,18;86
01/07/2019;5;9;R$ 3,00;R$ 4,28;18
01/07/2019;6;4;R$ 2,85;R$ 3,00;111
01/07/2019;9;10;R$ 8,13;R$ 8,56;61
01/07/2019;6;1;R$ 2,85;R$ 3,00;25
01/07/2019;5;3;R$ 3,00;R$ 4,28;29
01/07/2019;3;2;R$ 0,77;R$ 0,96;112
01/07/2019;3;8;R$ 0,77;R$ 0,96;107
01/07/2019;7;4;R$ 1,01;R$ 1,44;98
01/07/2019;7;6;R$ 1,01;R$ 1,44;40
01/07/2019;9;4;R$ 2,64;R$ 2,78;91
01/07/2019;9;10;R$ 2,64;R$ 2,78;27
01/07/2019;9;10;R$ 8,13;R$ 8,56;13
01/07/2019;9;5;R$ 8,13;R$ 8,56;97
01/07/2019;7;5;R$ 1,01;R$ 1,44;94
01/07/2019;3;3;R$ 0,77;R$ 0,96;70
01/07/2019;4;10;R$ 1,69;R$ 2,41;104
01/07/2019;5;3;R$ 3,00;R$ 4,28;25
01/07/2019;7;8;R$ 1,01;R$ 1,44;45
02/07/2019;5;10;R$ 3,00;R$ 4,28;38
02/07/2019;7;9;R$ 1,01;R$ 1,44;65
02/07/2019;7;10;R$ 1,01;R$ 1,44;102
02/07/2019;9;8;R$ 8,13;R$ 8,56;81
02/07/2019;1;5;R$ 6,68;R$ 8,35;82
02/07/2019;2;2;R$ 1,12;R$ 1,18;94
02/07/2019;7;8;R$ 1,01;R$ 1,44;113
02/07/2019;6;8;R$ 2,85;R$ 3,00;96
02/07/2019;9;4;R$ 8,13;R$ 8,56;85
02/07/2019;4;9;R$ 1,69;R$ 2,41;97
02/07/2019;7;5;R$ 1,01;R$ 1,44;50
02/07/2019;9;1;R$ 8,13;R$ 8,56;35
02/07/2019;2;10;R$ 1,12;R$ 1,18;59
02/07/2019;7;4;R$ 1,01;R$ 1,44;22
02/07/2019;9;4;R$ 8,13;R$ 8,56;14
02/07/2019;9;1;R$ 8,13;R$ 8,56;45
02/07/2019;2;7;R$ 1,12;R$ 1,18;11
02/07/2019;4;4;R$ 1,69;R$ 2,41;14
02/07/2019;6;5;R$ 2,85;R$ 3,00;48
02/07/2019;7;5;R$ 1,01;R$ 1,44;80
02/07/2019;2;7;R$ 1,12;R$ 1,18;113
02/07/2019;3;9;R$ 0,77;R$ 0,96;25
02/07/2019;3;3;R$ 0,77;R$ 0,96;62
03/07/2019;2;9;R$ 1,12;R$ 1,18;16
03/07/2019;2;7;R$ 1,12;R$ 1,18;27
03/07/2019;2;7;R$ 1,12;R$ 1,18;58
03/07/2019;4;6;R$ 1,69;R$ 2,41;15
03/07/2019;5;9;R$ 3,00;R$ 4,28;43
03/07/2019;6;3;R$ 2,85;R$ 3,00;11
03/07/2019;7;6;R$ 1,01;R$ 1,44;54
03/07/2019;9;3;R$ 8,13;R$ 8,56;99
03/07/2019;6;6;R$ 2,85;R$ 3,00;71
03/07/2019;3;10;R$ 0,77;R$ 0,96;22
03/07/2019;2;10;R$ 1,12;R$ 1,18;96
03/07/2019;3;5;R$ 0,77;R$ 0,96;29
03/07/2019;4;1;R$ 1,69;R$ 2,41;87
03/07/2019;6;6;R$ 2,85;R$ 3,00;55
03/07/2019;7;5;R$ 1,01;R$ 1,44;10
03/07/2019;9;7;R$ 2,64;R$ 2,78;64
03/07/2019;6;5;R$ 2,85;R$ 3,00;97
03/07/2019;2;10;R$ 1,12;R$ 1,18;44
03/07/2019;6;1;R$ 2,85;R$ 3,00;102
04/07/2019;2;8;R$ 1,12;R$ 1,18;36
04/07/2019;4;9;R$ 1,69;R$ 2,41;102
04/07/2019;6;8;R$ 2,85;R$ 3,00;84
04/07/2019;9;1;R$ 8,13;R$ 8,56;65
04/07/2019;3;2;R$ 0,77;R$ 0,96;24
04/07/2019;9;10;R$ 8,13;R$ 8,56;113
04/07/2019;6;10;R$ 2,85;R$ 3,00;53
04/07/2019;9;3;R$ 2,64;R$ 2,78;39
04/07/2019;9;2;R$ 2,64;R$ 2,78;61
04/07/2019;2;2;R$ 1,12;R$ 1,18;19
04/07/2019;5;6;R$ 3,00;R$ 4,28;43
04/07/2019;7;9;R$ 1,01;R$ 1,44;31
04/07/2019;7;3;R$ 1,01;R$ 1,44;57
04/07/2019;9;4;R$ 2,64;R$ 2,78;27
05/07/2019;2;10;R$ 1,12;R$ 1,18;56
05/07/2019;4;6;R$ 1,69;R$ 2,41;94
05/07/2019;6;4;R$ 2,85;R$ 3,00;101
05/07/2019;9;1;R$ 2,64;R$ 2,78;66
05/07/2019;9;9;R$ 2,64;R$ 2,78;20
05/07/2019;9;4;R$ 8,13;R$ 8,56;45
05/07/2019;9;8;R$ 8,13;R$ 8,56;26
05/07/2019;9;2;R$ 8,13;R$ 8,56;79
05/07/2019;2;4;R$ 1,12;R$ 1,18;34
05/07/2019;3;7;R$ 0,77;R$ 0,96;34
05/07/2019;5;10;R$ 3,00;R$ 4,28;70
05/07/2019;9;3;R$ 2,64;R$ 2,78;22
05/07/2019;4;9;R$ 1,69;R$ 2,41;89
05/07/2019;6;8;R$ 2,85;R$ 3,00;106
05/07/2019;6;2;R$ 2,85;R$ 3,00;27
05/07/2019;9;6;R$ 8,13;R$ 8,56;61
05/07/2019;1;10;R$ 6,68;R$ 8,35;27
05/07/2019;4;6;R$ 1,69;R$ 2,41;72
05/07/2019;5;6;R$ 3,00;R$ 4,28;45
05/07/2019;6;1;R$ 2,85;R$ 3,00;23
05/07/2019;6;1;R$ 2,85;R$ 3,00;54
05/07/2019;9;3;R$ 2,64;R$ 2,78;21
05/07/2019;3;2;R$ 0,77;R$ 0,96;93
05/07/2019;5;9;R$ 3,00;R$ 4,28;34
05/07/2019;9;2;R$ 2,64;R$ 2,78;15
05/07/2019;4;5;R$ 1,69;R$ 2,41;23
05/07/2019;5;3;R$ 3,00;R$ 4,28;22
05/07/2019;4;10;R$ 1,69;R$ 2,41;10
05/07/2019;5;7;R$ 3,00;R$ 4,28;101
05/07/2019;6;3;R$ 2,85;R$ 3,00;63
06/07/2019;2;9;R$ 1,12;R$ 1,18;14
06/07/2019;4;3;R$ 1,69;R$ 2,41;85
06/07/2019;4;1;R$ 1,69;R$ 2,41;41
06/07/2019;4;3;R$ 1,69;R$ 2,41;97
06/07/2019;6;1;R$ 2,85;R$ 3,00;69
06/07/2019;9;5;R$ 2,64;R$ 2,78;54
06/07/2019;7;2;R$ 1,01;R$ 1,44;105
06/07/2019;4;8;R$ 1,69;R$ 2,41;76
06/07/2019;5;7;R$ 3,00;R$ 4,28;37
06/07/2019;3;2;R$ 0,77;R$ 0,96;113
06/07/2019;4;10;R$ 1,69;R$ 2,41;46
06/07/2019;5;1;R$ 3,00;R$ 4,28;11
06/07/2019;6;3;R$ 2,85;R$ 3,00;60
06/07/2019;4;9;R$ 1,69;R$ 2,41;62
06/07/2019;7;4;R$ 1,01;R$ 1,44;62
06/07/2019;2;7;R$ 1,12;R$ 1,18;50
06/07/2019;4;5;R$ 1,69;R$ 2,41;115
06/07/2019;7;10;R$ 1,01;R$ 1,44;10
07/07/2019;6;4;R$ 2,85;R$ 3,00;104
07/07/2019;2;1;R$ 1,12;R$ 1,18;44
07/07/2019;4;3;R$ 1,69;R$ 2,41;51
07/07/2019;5;5;R$ 3,00;R$ 4,28;95
07/07/2019;7;9;R$ 1,01;R$ 1,44;38
07/07/2019;7;3;R$ 1,01;R$ 1,44;71
07/07/2019;6;3;R$ 2,85;R$ 3,00;34
07/07/2019;3;6;R$ 0,77;R$ 0,96;24
07/07/2019;2;10;R$ 1,12;R$ 1,18;71
07/07/2019;3;9;R$ 0,77;R$ 0,96;26
07/07/2019;4;10;R$ 1,69;R$ 2,41;61
08/07/2019;1;2;R$ 6,68;R$ 8,35;66
08/07/2019;4;6;R$ 1,69;R$ 2,41;70
08/07/2019;9;9;R$ 8,13;R$ 8,56;45
08/07/2019;3;6;R$ 0,77;R$ 0,96;15
08/07/2019;4;4;R$ 1,69;R$ 2,41;85
08/07/2019;9;5;R$ 2,64;R$ 2,78;22
08/07/2019;1;3;R$ 6,68;R$ 8,35;13
08/07/2019;2;7;R$ 1,12;R$ 1,18;114
08/07/2019;4;6;R$ 1,69;R$ 2,41;31
08/07/2019;5;2;R$ 3,00;R$ 4,28;60
08/07/2019;9;4;R$ 2,64;R$ 2,78;80
08/07/2019;2;3;R$ 1,12;R$ 1,18;100
08/07/2019;3;10;R$ 0,77;R$ 0,96;62
08/07/2019;7;8;R$ 1,01;R$ 1,44;57
08/07/2019;7;1;R$ 1,01;R$ 1,44;112
08/07/2019;5;1;R$ 3,00;R$ 4,28;46
08/07/2019;4;3;R$ 1,69;R$ 2,41;100
08/07/2019;6;4;R$ 2,85;R$ 3,00;32
08/07/2019;6;10;R$ 2,85;R$ 3,00;12
08/07/2019;9;10;R$ 2,64;R$ 2,78;115
09/07/2019;4;6;R$ 1,69;R$ 2,41;14
09/07/2019;7;1;R$ 1,01;R$ 1,44;13
09/07/2019;6;7;R$ 2,85;R$ 3,00;17
09/07/2019;7;9;R$ 1,01;R$ 1,44;26
09/07/2019;7;1;R$ 1,01;R$ 1,44;114
09/07/2019;5;1;R$ 3,00;R$ 4,28;58
09/07/2019;6;10;R$ 2,85;R$ 3,00;46
09/07/2019;9;4;R$ 8,13;R$ 8,56;86
09/07/2019;3;5;R$ 0,77;R$ 0,96;103
09/07/2019;4;1;R$ 1,69;R$ 2,41;56
09/07/2019;2;4;R$ 1,12;R$ 1,18;104
09/07/2019;3;2;R$ 0,77;R$ 0,96;58
09/07/2019;4;8;R$ 1,69;R$ 2,41;17
09/07/2019;5;4;R$ 3,00;R$ 4,28;93
09/07/2019;9;8;R$ 8,13;R$ 8,56;110
09/07/2019;4;7;R$ 1,69;R$ 2,41;69
09/07/2019;4;3;R$ 1,69;R$ 2,41;112
09/07/2019;9;8;R$ 2,64;R$ 2,78;19
10/07/2019;3;3;R$ 0,77;R$ 0,96;59
10/07/2019;4;2;R$ 1,69;R$ 2,41;34
10/07/2019;2;4;R$ 1,12;R$ 1,18;92
10/07/2019;9;5;R$ 2,64;R$ 2,78;27
10/07/2019;2;4;R$ 1,12;R$ 1,18;69
10/07/2019;3;7;R$ 0,77;R$ 0,96;17
10/07/2019;7;2;R$ 1,01;R$ 1,44;21
10/07/2019;4;1;R$ 1,69;R$ 2,41;68
10/07/2019;4;6;R$ 1,69;R$ 2,41;26
10/07/2019;9;10;R$ 2,64;R$ 2,78;40
10/07/2019;3;10;R$ 0,77;R$ 0,96;81
10/07/2019;7;3;R$ 1,01;R$ 1,44;113
10/07/2019;9;3;R$ 8,13;R$ 8,56;84
10/07/2019;3;9;R$ 0,77;R$ 0,96;37
10/07/2019;6;7;R$ 2,85;R$ 3,00;53
10/07/2019;7;6;R$ 1,01;R$ 1,44;77
10/07/2019;1;8;R$ 6,68;R$ 8,35;67
10/07/2019;4;5;R$ 1,69;R$ 2,41;76
10/07/2019;7;3;R$ 1,01;R$ 1,44;23
11/07/2019;1;3;R$ 6,68;R$ 8,35;108
11/07/2019;2;4;R$ 1,12;R$ 1,18;36
11/07/2019;7;7;R$ 1,01;R$ 1,44;43
11/07/2019;3;2;R$ 0,77;R$ 0,96;93
11/07/2019;5;1;R$ 3,00;R$ 4,28;26
11/07/2019;4;5;R$ 1,69;R$ 2,41;51
11/07/2019;5;10;R$ 3,00;R$ 4,28;45
11/07/2019;6;6;R$ 2,85;R$ 3,00;88
11/07/2019;9;1;R$ 2,64;R$ 2,78;46
11/07/2019;9;8;R$ 2,64;R$ 2,78;68
11/07/2019;4;2;R$ 1,69;R$ 2,41;80
11/07/2019;5;1;R$ 3,00;R$ 4,28;71
11/07/2019;7;7;R$ 1,01;R$ 1,44;74
11/07/2019;7;2;R$ 1,01;R$ 1,44;56
11/07/2019;9;8;R$ 2,64;R$ 2,78;10
11/07/2019;4;6;R$ 1,69;R$ 2,41;26
11/07/2019;9;4;R$ 2,64;R$ 2,78;59
11/07/2019;3;6;R$ 0,77;R$ 0,96;47
11/07/2019;9;6;R$ 8,13;R$ 8,56;89
11/07/2019;4;6;R$ 1,69;R$ 2,41;89
11/07/2019;7;3;R$ 1,01;R$ 1,44;87
12/07/2019;2;4;R$ 1,12;R$ 1,18;59
12/07/2019;4;2;R$ 1,69;R$ 2,41;77
12/07/2019;9;7;R$ 8,13;R$ 8,56;98
12/07/2019;5;7;R$ 3,00;R$ 4,28;87
12/07/2019;9;9;R$ 2,64;R$ 2,78;111
12/07/2019;6;4;R$ 2,85;R$ 3,00;55
12/07/2019;9;3;R$ 2,64;R$ 2,78;11
12/07/2019;5;10;R$ 3,00;R$ 4,28;10
12/07/2019;7;4;R$ 1,01;R$ 1,44;105
12/07/2019;7;6;R$ 1,01;R$ 1,44;66
12/07/2019;7;6;R$ 1,01;R$ 1,44;51
12/07/2019;9;1;R$ 2,64;R$ 2,78;73
12/07/2019;9;4;R$ 8,13;R$ 8,56;85
12/07/2019;2;6;R$ 1,12;R$ 1,18;71
12/07/2019;4;5;R$ 1,69;R$ 2,41;80
12/07/2019;9;1;R$ 8,13;R$ 8,56;101
12/07/2019;3;6;R$ 0,77;R$ 0,96;65
12/07/2019;5;5;R$ 3,00;R$ 4,28;31
12/07/2019;7;6;R$ 1,01;R$ 1,44;54
13/07/2019;4;9;R$ 1,69;R$ 2,41;83
13/07/2019;5;3;R$ 3,00;R$ 4,28;24
13/07/2019;7;6;R$ 1,01;R$ 1,44;108
13/07/2019;2;2;R$ 1,12;R$ 1,18;69
13/07/2019;2;5;R$ 1,12;R$ 1,18;84
13/07/2019;4;3;R$ 1,69;R$ 2,41;85
13/07/2019;7;6;R$ 1,01;R$ 1,44;32
13/07/2019;4;5;R$ 1,69;R$ 2,41;23
13/07/2019;1;7;R$ 6,68;R$ 8,35;49
13/07/2019;2;8;R$ 1,12;R$ 1,18;77
13/07/2019;4;9;R$ 1,69;R$ 2,41;86
13/07/2019;5;7;R$ 3,00;R$ 4,28;44
13/07/2019;5;10;R$ 3,00;R$ 4,28;53
14/07/2019;2;4;R$ 1,12;R$ 1,18;47
14/07/2019;3;7;R$ 0,77;R$ 0,96;71
14/07/2019;7;5;R$ 1,01;R$ 1,44;95
14/07/2019;9;2;R$ 8,13;R$ 8,56;104
14/07/2019;2;7;R$ 1,12;R$ 1,18;78
14/07/2019;4;1;R$ 1,69;R$ 2,41;97
14/07/2019;9;6;R$ 2,64;R$ 2,78;74
14/07/2019;1;6;R$ 6,68;R$ 8,35;95
14/07/2019;2;5;R$ 1,12;R$ 1,18;102
14/07/2019;2;6;R$ 1,12;R$ 1,18;29
14/07/2019;3;9;R$ 0,77;R$ 0,96;63
14/07/2019;7;4;R$ 1,01;R$ 1,44;17
14/07/2019;9;5;R$ 8,13;R$ 8,56;50
14/07/2019;6;4;R$ 2,85;R$ 3,00;36
14/07/2019;5;9;R$ 3,00;R$ 4,28;22
14/07/2019;6;6;R$ 2,85;R$ 3,00;89
14/07/2019;6;9;R$ 2,85;R$ 3,00;45
14/07/2019;9;10;R$ 2,64;R$ 2,78;69
14/07/2019;5;6;R$ 3,00;R$ 4,28;45
14/07/2019;6;4;R$ 2,85;R$ 3,00;55
14/07/2019;6;6;R$ 2,85;R$ 3,00;23
14/07/2019;6;7;R$ 2,85;R$ 3,00;79
14/07/2019;6;5;R$ 2,85;R$ 3,00;13
14/07/2019;9;1;R$ 2,64;R$ 2,78;16
14/07/2019;4;1;R$ 1,69;R$ 2,41;81
14/07/2019;5;4;R$ 3,00;R$ 4,28;66
14/07/2019;6;2;R$ 2,85;R$ 3,00;112
14/07/2019;7;7;R$ 1,01;R$ 1,44;33
14/07/2019;3;4;R$ 0,77;R$ 0,96;113
14/07/2019;5;7;R$ 3,00;R$ 4,28;10
14/07/2019;6;8;R$ 2,85;R$ 3,00;20
15/07/2019;6;10;R$ 2,85;R$ 3,00;31
15/07/2019;7;1;R$ 1,01;R$ 1,44;83
15/07/2019;9;3;R$ 8,13;R$ 8,56;88
15/07/2019;2;8;R$ 1,12;R$ 1,18;57
15/07/2019;3;8;R$ 0,77;R$ 0,96;87
15/07/2019;4;3;R$ 1,69;R$ 2,41;22
15/07/2019;5;9;R$ 3,00;R$ 4,28;25
15/07/2019;6;5;R$ 2,85;R$ 3,00;21
15/07/2019;4;7;R$ 1,69;R$ 2,41;106
15/07/2019;1;2;R$ 6,68;R$ 8,35;26
15/07/2019;9;9;R$ 8,13;R$ 8,56;86
15/07/2019;7;3;R$ 1,01;R$ 1,44;55
15/07/2019;9;3;R$ 2,64;R$ 2,78;99
16/07/2019;4;3;R$ 1,69;R$ 2,41;32
16/07/2019;6;1;R$ 2,85;R$ 3,00;61
16/07/2019;7;5;R$ 1,01;R$ 1,44;99
16/07/2019;2;9;R$ 1,12;R$ 1,18;66
16/07/2019;2;7;R$ 1,12;R$ 1,18;81
16/07/2019;4;8;R$ 1,69;R$ 2,41;105
16/07/2019;5;4;R$ 3,00;R$ 4,28;91
16/07/2019;4;1;R$ 1,69;R$ 2,41;78
16/07/2019;7;9;R$ 1,01;R$ 1,44;89
16/07/2019;9;8;R$ 8,13;R$ 8,56;11
16/07/2019;2;7;R$ 1,12;R$ 1,18;89
16/07/2019;2;1;R$ 1,12;R$ 1,18;66
16/07/2019;9;5;R$ 8,13;R$ 8,56;65
16/07/2019;2;7;R$ 1,12;R$ 1,18;51
16/07/2019;5;6;R$ 3,00;R$ 4,28;110
16/07/2019;6;7;R$ 2,85;R$ 3,00;42
16/07/2019;3;5;R$ 0,77;R$ 0,96;75
16/07/2019;3;5;R$ 0,77;R$ 0,96;18
16/07/2019;7;2;R$ 1,01;R$ 1,44;20
17/07/2019;6;1;R$ 2,85;R$ 3,00;31
17/07/2019;6;4;R$ 2,85;R$ 3,00;80
17/07/2019;7;6;R$ 1,01;R$ 1,44;65
17/07/2019;9;6;R$ 8,13;R$ 8,56;66
17/07/2019;3;8;R$ 0,77;R$ 0,96;20
17/07/2019;4;3;R$ 1,69;R$ 2,41;42
17/07/2019;5;1;R$ 3,00;R$ 4,28;86
17/07/2019;4;10;R$ 1,69;R$ 2,41;29
17/07/2019;5;2;R$ 3,00;R$ 4,28;84
17/07/2019;6;1;R$ 2,85;R$ 3,00;101
17/07/2019;5;8;R$ 3,00;R$ 4,28;75
17/07/2019;3;3;R$ 0,77;R$ 0,96;93
17/07/2019;6;9;R$ 2,85;R$ 3,00;98
17/07/2019;7;2;R$ 1,01;R$ 1,44;13
17/07/2019;4;6;R$ 1,69;R$ 2,41;37
17/07/2019;5;5;R$ 3,00;R$ 4,28;82
17/07/2019;5;4;R$ 3,00;R$ 4,28;103
17/07/2019;7;9;R$ 1,01;R$ 1,44;52
17/07/2019;7;5;R$ 1,01;R$ 1,44;105
18/07/2019;2;6;R$ 1,12;R$ 1,18;35
18/07/2019;4;5;R$ 1,69;R$ 2,41;74
18/07/2019;4;5;R$ 1,69;R$ 2,41;107
18/07/2019;6;10;R$ 2,85;R$ 3,00;26
18/07/2019;9;8;R$ 2,64;R$ 2,78;22
18/07/2019;9;5;R$ 8,13;R$ 8,56;72
18/07/2019;1;8;R$ 6,68;R$ 8,35;25
18/07/2019;6;5;R$ 2,85;R$ 3,00;30
18/07/2019;2;8;R$ 1,12;R$ 1,18;69
18/07/2019;3;1;R$ 0,77;R$ 0,96;115
18/07/2019;9;2;R$ 2,64;R$ 2,78;109
18/07/2019;5;10;R$ 3,00;R$ 4,28;35
18/07/2019;9;9;R$ 2,64;R$ 2,78;97
18/07/2019;2;6;R$ 1,12;R$ 1,18;25
18/07/2019;4;1;R$ 1,69;R$ 2,41;17
18/07/2019;4;2;R$ 1,69;R$ 2,41;94
18/07/2019;7;5;R$ 1,01;R$ 1,44;20
18/07/2019;5;6;R$ 3,00;R$ 4,28;93
18/07/2019;6;2;R$ 2,85;R$ 3,00;73
18/07/2019;9;6;R$ 2,64;R$ 2,78;78
19/07/2019;3;5;R$ 0,77;R$ 0,96;98
19/07/2019;6;4;R$ 2,85;R$ 3,00;100
19/07/2019;6;1;R$ 2,85;R$ 3,00;48
19/07/2019;7;4;R$ 1,01;R$ 1,44;98
19/07/2019;9;1;R$ 8,13;R$ 8,56;98
19/07/2019;4;7;R$ 1,69;R$ 2,41;32
19/07/2019;9;1;R$ 8,13;R$ 8,56;113
19/07/2019;7;9;R$ 1,01;R$ 1,44;45
19/07/2019;9;8;R$ 2,64;R$ 2,78;25
19/07/2019;9;3;R$ 2,64;R$ 2,78;26
19/07/2019;7;1;R$ 1,01;R$ 1,44;92
19/07/2019;2;10;R$ 1,12;R$ 1,18;35
19/07/2019;3;6;R$ 0,77;R$ 0,96;18
19/07/2019;4;5;R$ 1,69;R$ 2,41;108
19/07/2019;7;9;R$ 1,01;R$ 1,44;20
19/07/2019;9;8;R$ 8,13;R$ 8,56;20
19/07/2019;4;8;R$ 1,69;R$ 2,41;12
19/07/2019;6;2;R$ 2,85;R$ 3,00;60
19/07/2019;6;6;R$ 2,85;R$ 3,00;61
20/07/2019;3;1;R$ 0,77;R$ 0,96;23
20/07/2019;7;3;R$ 1,01;R$ 1,44;100
20/07/2019;9;2;R$ 8,13;R$ 8,56;64
20/07/2019;1;1;R$ 6,68;R$ 8,35;58
20/07/2019;1;6;R$ 6,68;R$ 8,35;16
20/07/2019;5;5;R$ 3,00;R$ 4,28;29
20/07/2019;7;5;R$ 1,01;R$ 1,44;74
20/07/2019;9;7;R$ 2,64;R$ 2,78;77
20/07/2019;3;5;R$ 0,77;R$ 0,96;65
20/07/2019;5;10;R$ 3,00;R$ 4,28;38
20/07/2019;6;8;R$ 2,85;R$ 3,00;103
20/07/2019;5;5;R$ 3,00;R$ 4,28;44
20/07/2019;5;10;R$ 3,00;R$ 4,28;13
20/07/2019;9;6;R$ 8,13;R$ 8,56;69
20/07/2019;7;4;R$ 1,01;R$ 1,44;22
20/07/2019;9;5;R$ 2,64;R$ 2,78;53
20/07/2019;2;7;R$ 1,12;R$ 1,18;80
20/07/2019;4;1;R$ 1,69;R$ 2,41;97
20/07/2019;9;2;R$ 8,13;R$ 8,56;59
20/07/2019;9;4;R$ 2,64;R$ 2,78;33
20/07/2019;5;5;R$ 3,00;R$ 4,28;31
20/07/2019;9;4;R$ 2,64;R$ 2,78;31
20/07/2019;9;10;R$ 2,64;R$ 2,78;43
21/07/2019;4;3;R$ 1,69;R$ 2,41;58
21/07/2019;4;8;R$ 1,69;R$ 2,41;35
21/07/2019;9;6;R$ 2,64;R$ 2,78;107
21/07/2019;9;3;R$ 8,13;R$ 8,56;30
21/07/2019;9;9;R$ 8,13;R$ 8,56;72
21/07/2019;1;10;R$ 6,68;R$ 8,35;27
21/07/2019;7;6;R$ 1,01;R$ 1,44;112
21/07/2019;9;7;R$ 2,64;R$ 2,78;75
21/07/2019;3;7;R$ 0,77;R$ 0,96;17
21/07/2019;9;9;R$ 2,64;R$ 2,78;15
21/07/2019;5;6;R$ 3,00;R$ 4,28;81
21/07/2019;6;9;R$ 2,85;R$ 3,00;57
21/07/2019;9;3;R$ 2,64;R$ 2,78;63
21/07/2019;1;7;R$ 6,68;R$ 8,35;109
22/07/2019;5;1;R$ 3,00;R$ 4,28;46
22/07/2019;5;8;R$ 3,00;R$ 4,28;111
22/07/2019;9;1;R$ 2,64;R$ 2,78;42
22/07/2019;3;7;R$ 0,77;R$ 0,96;47
22/07/2019;2;3;R$ 1,12;R$ 1,18;27
22/07/2019;9;5;R$ 8,13;R$ 8,56;93
22/07/2019;1;1;R$ 6,68;R$ 8,35;103
22/07/2019;3;8;R$ 0,77;R$ 0,96;37
22/07/2019;7;5;R$ 1,01;R$ 1,44;15
22/07/2019;5;6;R$ 3,00;R$ 4,28;49
22/07/2019;6;7;R$ 2,85;R$ 3,00;108
22/07/2019;7;10;R$ 1,01;R$ 1,44;111
22/07/2019;9;6;R$ 8,13;R$ 8,56;17
22/07/2019;9;5;R$ 8,13;R$ 8,56;64
22/07/2019;3;4;R$ 0,77;R$ 0,96;73
22/07/2019;6;6;R$ 2,85;R$ 3,00;11
22/07/2019;7;2;R$ 1,01;R$ 1,44;62
22/07/2019;6;1;R$ 2,85;R$ 3,00;25
22/07/2019;7;2;R$ 1,01;R$ 1,44;36
22/07/2019;7;10;R$ 1,01;R$ 1,44;83
23/07/2019;1;3;R$ 6,68;R$ 8,35;31
23/07/2019;2;5;R$ 1,12;R$ 1,18;24
23/07/2019;3;1;R$ 0,77;R$ 0,96;54
23/07/2019;6;7;R$ 2,85;R$ 3,00;82
23/07/2019;2;7;R$ 1,12;R$ 1,18;100
23/07/2019;6;5;R$ 2,85;R$ 3,00;66
23/07/2019;4;9;R$ 1,69;R$ 2,41;95
